name,year,selling_price,seller_type,transmission,owner,km_driven,fuel,mileage,engine,max_power,seats
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000.0,Individual,Manual,First Owner,80000.0,Diesel,22.95,1248.0,74.0,5.0
Maruti Alto LXI,2004,105000.0,Individual,Manual,Third Owner,96000.0,Petrol,19.7,796.0,46.3,5.0
Honda Amaze S i-Dtech,2015,430000.0,Individual,Manual,Second Owner,97000.0,Diesel,25.8,1498.0,98.6,5.0
Hyundai i20 Sportz 1.4 CRDi,2013,360000.0,Individual,Manual,Third Owner,210000.0,Diesel,21.9,1396.0,88.76,5.0
Volkswagen Vento Diesel Breeze,2012,400000.0,Individual,Manual,Third Owner,60000.0,Diesel,20.5,1598.0,105.0,5.0
Maruti Swift Dzire ZDI,2014,600000.0,Individual,Manual,First Owner,90000.0,Diesel,23.4,1248.0,74.0,5.0
Honda WR-V i-VTEC VX,2019,580000.0,Individual,Manual,First Owner,35000.0,Petrol,17.5,1199.0,88.7,5.0
Mahindra Verito 1.5 D2 BSIV,2012,140000.0,Individual,Manual,Second Owner,120000.0,Diesel,21.03,1461.0,65.0,5.0
Tata Indigo TDI,2008,210000.0,Individual,Manual,First Owner,100000.0,Diesel,19.61,1405.0,70.0,5.0
Hyundai Grand i10 Asta Option,2017,550000.0,Individual,Manual,First Owner,20000.0,Petrol,18.9,1197.0,82.0,5.0
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000.0,Individual,Manual,Second Owner,110000.0,Petrol,18.2,1199.0,84.8,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000.0,Individual,Manual,First Owner,35000.0,Diesel,12.99,2494.0,100.6,7.0
Honda WR-V i-DTEC VX,2018,1035000.0,Individual,Manual,First Owner,15000.0,Diesel,25.5,1498.0,98.6,5.0
Maruti Ciaz VDi Plus,2015,625000.0,Individual,Manual,First Owner,90000.0,Diesel,26.21,1248.0,88.5,5.0
Hyundai i10 Magna,2008,200000.0,Individual,Manual,First Owner,40000.0,Petrol,20.36,1197.0,78.9,5.0
Tata Manza Club Class Quadrajet90 EX,2013,316000.0,Individual,Manual,First Owner,140000.0,Diesel,21.02,1248.0,88.76,5.0
Maruti Vitara Brezza ZDi,2017,813000.0,Individual,Manual,First Owner,110000.0,Diesel,24.3,1248.0,88.5,5.0
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000.0,Individual,Automatic,First Owner,55000.0,Diesel,11.36,2755.0,171.5,7.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000.0,Individual,Manual,First Owner,73000.0,Diesel,12.99,2494.0,100.0,8.0
Maruti Ertiga VDI,2015,650000.0,Individual,Manual,First Owner,100000.0,Diesel,20.77,1248.0,88.76,7.0
Ford Figo Aspire 1.5 TDCi Trend,2015,459999.0,Individual,Manual,Second Owner,32000.0,Diesel,25.83,1498.0,99.0,5.0
Nissan Sunny Diesel XV,2012,290000.0,Individual,Manual,First Owner,112072.0,Diesel,21.64,1461.0,84.8,5.0
Ford Figo Diesel EXI,2014,400000.0,Individual,Manual,First Owner,30000.0,Diesel,20.0,1399.0,68.05,5.0
Maruti Swift VDI BSIV,2016,565000.0,Individual,Manual,Second Owner,70000.0,Diesel,25.2,1248.0,74.0,5.0
Volkswagen Multivan TDI,2011,2150000.0,Individual,Manual,Second Owner,50000.0,Diesel,,,,
Chevrolet Spark 1.0 LS,2009,150000.0,Individual,Manual,Second Owner,80000.0,Petrol,18.0,995.0,62.0,5.0
BMW 3 Series 320d Sedan,2007,480000.0,Individual,Automatic,Fourth & Above Owner,110000.0,Diesel,16.07,1995.0,181.0,5.0
Maruti Zen Estilo 1.1 LX BSIII,2007,70000.0,Individual,Manual,Second Owner,80000.0,Petrol,18.2,1061.0,64.0,5.0
Mercedes-Benz E-Class E 250 Elegance,2011,1190000.0,Individual,Automatic,Second Owner,80000.0,Petrol,10.93,2497.0,204.0,5.0
Hyundai Santro GLS I - Euro II,2006,140000.0,Individual,Manual,Second Owner,100000.0,Petrol,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000.0,Individual,Manual,First Owner,19000.0,Diesel,23.0,1498.0,98.96,5.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000.0,Individual,Manual,First Owner,40000.0,Diesel,22.54,1396.0,88.73,5.0
Mahindra Scorpio S10 7 Seater,2015,1100000.0,Individual,Manual,First Owner,52269.0,Diesel,15.4,2179.0,120.0,7.0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000.0,Individual,Manual,Second Owner,170000.0,Lpg,10.9,796.0,32.8,5.0
Maruti Omni E 8 Str STD,2009,120000.0,Individual,Manual,First Owner,140000.0,Petrol,,,,
Maruti Omni E 8 Str STD,2010,120000.0,Individual,Manual,Second Owner,170000.0,Petrol,,,,
Hyundai i20 Magna,2009,229999.0,Individual,Manual,Third Owner,60000.0,Petrol,18.5,1197.0,80.0,5.0
Honda Amaze i-VTEC Privilege Edition,2017,570000.0,Individual,Manual,First Owner,15780.0,Petrol,17.8,1198.0,86.7,5.0
Hyundai Verna 1.6 SX,2014,575000.0,Individual,Manual,First Owner,106000.0,Diesel,22.32,1582.0,126.32,5.0
Volkswagen Vento Diesel Highline,2012,280000.0,Individual,Manual,Third Owner,80000.0,Diesel,20.54,1598.0,103.6,5.0
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000.0,Individual,Manual,Second Owner,74000.0,Diesel,21.19,1396.0,88.73,5.0
Maruti Ertiga VDI,2018,875000.0,Individual,Manual,Second Owner,35000.0,Diesel,25.47,1248.0,88.5,7.0
Hyundai Verna 1.6 SX CRDi (O),2013,500000.0,Individual,Manual,Third Owner,70000.0,Diesel,22.32,1582.0,126.32,5.0
Maruti Ciaz ZDi,2015,700000.0,Individual,Manual,First Owner,60000.0,Diesel,26.21,1248.0,88.5,5.0
Ford Figo 1.2P Titanium MT,2016,388000.0,Individual,Manual,Second Owner,50000.0,Petrol,18.16,1196.0,86.8,5.0
Hyundai i10 Sportz,2011,225000.0,Individual,Manual,Second Owner,80000.0,Petrol,20.36,1197.0,78.9,5.0
Tata Indigo CS eGLX BS IV,2011,90000.0,Individual,Manual,Second Owner,90000.0,Petrol,15.64,1193.0,64.08,5.0
Renault Duster 110PS Diesel RxZ,2014,600000.0,Individual,Manual,First Owner,114000.0,Diesel,19.01,1461.0,108.45,5.0
Hyundai i20 Magna,2009,235000.0,Individual,Manual,First Owner,100000.0,Petrol,18.5,1197.0,80.0,5.0
Hyundai i20 1.4 CRDi Asta,2011,350000.0,Individual,Manual,Second Owner,100000.0,Diesel,23.0,1396.0,90.0,5.0
Hyundai i10 Sportz,2011,235000.0,Individual,Manual,Second Owner,80000.0,Petrol,20.36,1197.0,78.9,5.0
Maruti Alto LXi,2010,190000.0,Individual,Manual,First Owner,35000.0,Petrol,19.7,796.0,46.3,5.0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000.0,Individual,Manual,First Owner,79000.0,Diesel,21.12,1248.0,88.8,5.0
Volkswagen Vento Diesel Highline,2011,300000.0,Individual,Manual,Third Owner,120000.0,Diesel,20.54,1598.0,103.6,5.0
Tata Tigor 1.2 Revotron XT,2017,550000.0,Individual,Manual,First Owner,10000.0,Petrol,20.3,1199.0,84.0,5.0
Mahindra XUV500 W8 AWD,2013,720000.0,Individual,Manual,Second Owner,150000.0,Diesel,15.1,2179.0,140.0,7.0
Nissan Micra XE,2011,110000.0,Individual,Manual,First Owner,110000.0,Petrol,18.06,1198.0,75.0,5.0
Maruti Alto 800 VXI,2018,310000.0,Individual,Manual,First Owner,10000.0,Petrol,24.7,796.0,47.3,5.0
Maruti Wagon R LXI LPG BSIV,2010,150000.0,Individual,Manual,Second Owner,70000.0,Lpg,26.2,998.0,58.2,5.0
Tata Indica Vista TDI LX,2012,260000.0,Individual,Manual,First Owner,46000.0,Diesel,19.4,1405.0,70.0,5.0
Hyundai Accent GLS,2002,55000.0,Individual,Manual,Fourth & Above Owner,120000.0,Petrol,13.2,1495.0,94.0,5.0
Maruti Swift VDI,2013,450000.0,Individual,Manual,Third Owner,108800.0,Diesel,22.9,1248.0,74.0,5.0
Hyundai i10 Sportz Option,2009,199000.0,Individual,Manual,Second Owner,70000.0,Petrol,20.36,1197.0,78.9,5.0
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000.0,Individual,Manual,First Owner,35000.0,Diesel,15.4,2523.0,75.0,7.0
Ford Figo Diesel EXI,2011,240000.0,Individual,Manual,First Owner,72000.0,Diesel,20.0,1399.0,68.0,5.0
Renault KWID RXL,2018,350000.0,Individual,Manual,First Owner,40000.0,Petrol,25.17,799.0,53.3,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000.0,Individual,Manual,Third Owner,120000.0,Diesel,15.96,2523.0,62.1,7.0
Chevrolet Spark 1.0 LS,2011,150000.0,Individual,Manual,First Owner,35000.0,Petrol,18.0,995.0,62.0,5.0
Hyundai Elite i20 Magna Plus BSIV,2019,625000.0,Individual,Manual,First Owner,12500.0,Petrol,18.6,1197.0,81.86,5.0
Hyundai Grand i10 Magna,2014,378000.0,Individual,Manual,First Owner,80000.0,Petrol,18.9,1197.0,82.0,5.0
Renault KWID RXT,2015,210000.0,Individual,Manual,Second Owner,210000.0,Petrol,25.17,799.0,53.3,5.0
Maruti Swift Dzire VDI,2018,700000.0,Individual,Manual,Second Owner,100000.0,Diesel,28.4,1248.0,74.02,5.0
Hyundai Santro Xing GL Plus,2011,156000.0,Individual,Manual,Second Owner,110000.0,Petrol,17.92,1086.0,62.1,5.0
Mahindra Bolero Power Plus ZLX,2016,700000.0,Individual,Manual,First Owner,103000.0,Diesel,16.5,1493.0,70.0,7.0
Maruti Wagon R LXI Minor,2010,194000.0,Individual,Manual,Second Owner,577414.0,Petrol,18.9,1061.0,67.0,5.0
Maruti Alto LX,2006,120000.0,Individual,Manual,Second Owner,100000.0,Petrol,19.7,796.0,46.3,5.0
Honda Amaze S AT i-Vtech,2015,415000.0,Individual,Automatic,First Owner,45000.0,Petrol,15.5,1198.0,86.7,5.0
Honda Amaze S AT i-Vtech,2015,450000.0,Individual,Automatic,First Owner,45000.0,Petrol,15.5,1198.0,86.7,5.0
Honda Brio S MT,2014,325000.0,Individual,Manual,Third Owner,40000.0,Petrol,19.4,1198.0,86.8,5.0
Mahindra Bolero 2011-2019 Plus AC,2014,525000.0,Individual,Manual,First Owner,200000.0,Diesel,15.96,2523.0,62.1,9.0
Hyundai EON Magna Plus,2017,265000.0,Individual,Manual,First Owner,100000.0,Petrol,21.1,814.0,55.2,5.0
Maruti Omni 8 Seater BSII,2008,100000.0,Individual,Manual,Second Owner,120000.0,Petrol,19.7,796.0,35.0,8.0
Tata Zest Quadrajet 1.3 XM,2015,400000.0,Individual,Manual,First Owner,100000.0,Diesel,23.0,1248.0,88.7,5.0
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000.0,Individual,Manual,First Owner,40000.0,Diesel,21.9,1396.0,88.8,5.0
Mahindra Thar CRDe,2018,850000.0,Individual,Manual,Second Owner,15000.0,Diesel,16.55,2498.0,105.0,6.0
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000.0,Individual,Automatic,First Owner,15000.0,Petrol,20.89,1197.0,81.8,5.0
Maruti Baleno Alpha 1.2,2018,700000.0,Individual,Manual,Second Owner,10000.0,Petrol,21.4,1197.0,83.1,5.0
Tata Indica Vista Quadrajet VX,2012,200000.0,Individual,Manual,First Owner,90000.0,Diesel,22.3,1248.0,74.0,5.0
Mahindra Bolero Power Plus LX,2017,660000.0,Individual,Manual,First Owner,80000.0,Diesel,16.5,1493.0,70.0,7.0
Mitsubishi Pajero Sport 4X4,2015,1700000.0,Individual,Manual,First Owner,39000.0,Diesel,13.5,2477.0,175.56,7.0
Tata Indica V2 DLE BSIII,2009,90000.0,Individual,Manual,Second Owner,60000.0,Diesel,17.88,1396.0,52.8,5.0
Mahindra XUV500 W6 2WD,2015,1050000.0,Individual,Manual,Second Owner,28000.0,Diesel,15.1,2179.0,140.0,7.0
Ford Figo Petrol EXI,2010,160000.0,Individual,Manual,Second Owner,90000.0,Petrol,15.6,1196.0,70.0,5.0
Honda Civic 1.8 (E) MT,2006,150000.0,Individual,Manual,Third Owner,80000.0,Petrol,13.5,1799.0,130.0,5.0
Maruti Zen Estilo LX BSIV,2010,200000.0,Individual,Manual,First Owner,35000.0,Petrol,19.0,998.0,67.1,5.0
Toyota Corolla Altis Diesel D4DG,2011,365000.0,Individual,Manual,Second Owner,185000.0,Diesel,21.43,1364.0,87.2,5.0
Fiat Punto 1.2 Active,2009,140000.0,Individual,Manual,Second Owner,110000.0,Petrol,15.7,1172.0,67.0,5.0
Fiat Avventura Power Up 1.3 Active,2016,360000.0,Individual,Manual,First Owner,100000.0,Diesel,20.5,1248.0,91.72,5.0
Honda City 2017-2020 GXi,2008,200000.0,Individual,Manual,Second Owner,110000.0,Petrol,17.7,1497.0,78.0,5.0
Skoda Laura Ambiente,2010,250000.0,Individual,Manual,Second Owner,100000.0,Diesel,17.5,1896.0,106.0,5.0
Skoda Laura Ambiente 1.9 PD,2008,229999.0,Individual,Manual,Second Owner,110000.0,Diesel,17.5,1896.0,106.0,5.0
Ford Fiesta 1.4 ZXi TDCi ABS,2011,320000.0,Individual,Manual,Second Owner,130000.0,Diesel,17.8,1399.0,68.0,5.0
Hyundai Santro Xing XS eRLX Euro II,2003,85000.0,Individual,Manual,Third Owner,68300.0,Petrol,,,,
Hyundai Creta 1.6 SX,2018,1200000.0,Individual,Manual,First Owner,27000.0,Petrol,15.8,1591.0,121.3,5.0
Maruti Baleno Zeta Automatic,2018,740000.0,Individual,Automatic,First Owner,9000.0,Petrol,21.4,1197.0,83.1,5.0
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000.0,Individual,Automatic,Second Owner,19000.0,Petrol,20.89,1197.0,81.8,5.0
Tata Indigo CR4,2013,250000.0,Individual,Manual,First Owner,100000.0,Diesel,23.57,1396.0,70.0,5.0
Maruti Wagon R AMT VXI,2017,430000.0,Individual,Automatic,First Owner,20000.0,Petrol,20.51,998.0,67.0,5.0
Hyundai EON Era,2014,225000.0,Individual,Manual,First Owner,35000.0,Petrol,21.1,814.0,55.2,5.0
Hyundai i20 Sportz 1.4 CRDi,2014,440000.0,Individual,Manual,Second Owner,70000.0,Diesel,22.54,1396.0,88.73,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000.0,Individual,Manual,First Owner,70000.0,Diesel,24.3,1248.0,88.5,5.0
Hyundai Grand i10 CRDi Sportz,2015,450000.0,Individual,Manual,First Owner,53000.0,Diesel,24.0,1120.0,70.0,5.0
Maruti Swift Dzire VDI,2013,420000.0,Individual,Manual,Second Owner,105000.0,Diesel,23.4,1248.0,74.0,5.0
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000.0,Dealer,Manual,First Owner,121941.0,Diesel,12.8,2494.0,102.0,8.0
Tata Tiago 1.2 Revotron XZ,2016,350000.0,Individual,Manual,First Owner,15000.0,Petrol,23.84,1199.0,84.0,5.0
Mahindra Xylo D2 BSIV,2014,280000.0,Individual,Manual,First Owner,100000.0,Diesel,14.0,2489.0,95.0,8.0
Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000.0,Dealer,Manual,Second Owner,152186.0,Diesel,20.45,1461.0,83.8,5.0
Hyundai i10 Magna,2013,295000.0,Dealer,Manual,First Owner,82246.0,Petrol,20.36,1197.0,78.9,5.0
Maruti Swift VXI Optional,2016,540000.0,Individual,Manual,First Owner,20000.0,Petrol,20.4,1197.0,81.8,5.0
Maruti Swift Dzire ZDI,2017,754000.0,Individual,Manual,First Owner,40000.0,Diesel,28.4,1248.0,74.02,5.0
Toyota Innova 2.5 GX 8 STR BSIV,2011,650000.0,Dealer,Manual,Second Owner,89580.0,Diesel,12.8,2494.0,102.0,8.0
Toyota Innova 2.5 VX 7 STR,2011,550000.0,Individual,Manual,Second Owner,250000.0,Diesel,12.8,2494.0,102.0,7.0
Toyota Innova 2.5 V Diesel 7-seater,2011,550000.0,Individual,Manual,Second Owner,250000.0,Diesel,12.8,2494.0,102.0,7.0
Ford Figo 1.2P Titanium MT,2019,675000.0,Dealer,Manual,First Owner,2789.0,Petrol,18.16,1196.0,86.8,5.0
Ford Freestyle Titanium Plus Diesel,2018,700000.0,Dealer,Manual,First Owner,35278.0,Diesel,23.8,1499.0,98.97,5.0
Ford Freestyle Titanium Diesel,2018,795000.0,Dealer,Manual,First Owner,2860.0,Diesel,23.8,1499.0,98.97,5.0
Toyota Innova 2.5 VX 7 STR,2010,515000.0,Individual,Manual,First Owner,200000.0,Diesel,12.8,2494.0,102.0,7.0
Mahindra KUV 100 G80 K4 Plus,2018,450000.0,Individual,Manual,First Owner,20000.0,Petrol,18.15,1198.0,82.0,6.0
Hyundai Getz 1.1 GVS,2008,155000.0,Individual,Manual,Third Owner,60000.0,Petrol,15.0,1086.0,66.6,5.0
Toyota Etios VXD,2011,350000.0,Individual,Manual,Second Owner,100000.0,Diesel,23.59,1364.0,67.1,5.0
Ford Figo Diesel Titanium,2011,250000.0,Dealer,Manual,First Owner,78562.0,Diesel,20.0,1399.0,68.0,5.0
Hyundai Verna 1.6 SX,2011,450000.0,Individual,Manual,Fourth & Above Owner,96000.0,Diesel,22.32,1582.0,126.32,5.0
Maruti 800 EX BSII,2003,55599.0,Individual,Manual,First Owner,36088.0,Petrol,16.1,796.0,37.0,4.0
Hyundai i20 Sportz 1.4 CRDi,2014,420000.0,Individual,Manual,First Owner,50000.0,Diesel,22.54,1396.0,88.73,5.0
Toyota Etios Liva GD SP,2012,315000.0,Individual,Manual,First Owner,100000.0,Diesel,,,,
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000.0,Individual,Manual,First Owner,40000.0,Diesel,25.1,1248.0,88.5,5.0
Datsun GO T Option,2020,450000.0,Individual,Manual,First Owner,10000.0,Petrol,19.02,1198.0,67.05,5.0
Maruti Swift Vdi BSIII,2008,175000.0,Individual,Manual,Second Owner,60000.0,Diesel,17.8,1248.0,75.0,5.0
Hyundai i20 Active SX Petrol,2019,650000.0,Individual,Manual,First Owner,10000.0,Petrol,17.19,1197.0,81.86,5.0
Maruti Ertiga ZDI Plus,2018,1050000.0,Individual,Manual,First Owner,10000.0,Diesel,25.47,1248.0,88.5,7.0
Hyundai Verna 1.6 SX CRDi (O),2011,375000.0,Individual,Manual,Second Owner,35000.0,Diesel,22.32,1582.0,126.32,5.0
Hyundai Santa Fe 2WD MT,2014,1100000.0,Individual,Manual,First Owner,80000.0,Diesel,14.74,2199.0,194.3,7.0
Mahindra XUV500 W11 BSIV,2019,1550000.0,Individual,Manual,First Owner,28000.0,Diesel,15.1,2179.0,152.87,7.0
Ford Figo Aspire 1.5 TDCi Sports Edition,2017,620000.0,Individual,Manual,First Owner,35000.0,Diesel,24.29,1498.0,99.0,5.0
Jeep Compass 2.0 Limited 4X4,2017,1511000.0,Individual,Manual,First Owner,32000.0,Diesel,16.3,1956.0,170.0,5.0
Maruti Wagon R LXI,2003,135000.0,Individual,Manual,First Owner,40000.0,Petrol,18.9,998.0,67.1,5.0
Renault KWID RXL,2019,320000.0,Individual,Manual,First Owner,10000.0,Petrol,25.17,799.0,53.3,5.0
Mahindra XUV500 W11 AT BSIV,2019,1650000.0,Individual,Automatic,Second Owner,25000.0,Diesel,15.1,2179.0,152.87,7.0
Maruti Alto K10 VXI,2016,320000.0,Individual,Manual,First Owner,50000.0,Petrol,23.95,998.0,67.05,5.0
Maruti Swift Dzire Zdi BSIV,2012,400000.0,Individual,Manual,First Owner,129000.0,Diesel,19.3,1248.0,73.9,5.0
Mahindra XUV500 AT W10 FWD,2015,900000.0,Individual,Automatic,Second Owner,100000.0,Diesel,16.0,2179.0,140.0,7.0
Maruti Alto 800 LXI,2018,310000.0,Individual,Manual,First Owner,30000.0,Petrol,24.7,796.0,47.3,5.0
Tata Nexon 1.2 Revotron XM,2018,595000.0,Individual,Manual,Second Owner,28000.0,Petrol,17.0,1198.0,108.5,5.0
Mahindra Verito 1.6 G6 Executive BSIII,2013,350000.0,Individual,Manual,First Owner,70000.0,Petrol,13.87,1598.0,86.0,5.0
Tata Indica Vista TDI LX,2013,275000.0,Individual,Manual,First Owner,110000.0,Diesel,19.1,1405.0,70.0,5.0
Maruti Eeco 5 Seater AC BSIV,2019,420000.0,Individual,Manual,First Owner,10000.0,Petrol,15.37,1196.0,73.0,5.0
Hyundai Verna CRDi SX ABS,2008,250000.0,Individual,Manual,Second Owner,110000.0,Diesel,18.1,1493.0,110.0,5.0
Maruti Swift Ldi BSIV,2007,250000.0,Individual,Manual,Second Owner,100000.0,Diesel,17.8,1248.0,75.0,5.0
Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000.0,Individual,Automatic,First Owner,60000.0,Petrol,16.9,1197.0,82.0,5.0
Mahindra Scorpio LX 2.6 Turbo,2008,250000.0,Individual,Manual,Third Owner,110000.0,Diesel,10.5,2609.0,120.0,7.0
Hyundai Santro Xing XL,2007,90000.0,Individual,Manual,First Owner,64000.0,Petrol,,,,
Maruti Celerio VXI,2017,430000.0,Individual,Manual,First Owner,10000.0,Petrol,23.1,998.0,67.04,5.0
Maruti Baleno Zeta 1.2,2017,630000.0,Individual,Manual,First Owner,35000.0,Petrol,21.4,1197.0,83.1,5.0
Tata Tigor 1.2 Revotron XZ Option,2018,550000.0,Individual,Manual,First Owner,23000.0,Petrol,20.3,1199.0,84.0,5.0
Maruti Swift VDI,2019,630000.0,Individual,Manual,Second Owner,15000.0,Diesel,28.4,1248.0,74.0,5.0
Mahindra TUV 300 Plus P4 BSIV,2018,850000.0,Individual,Manual,First Owner,20000.0,Diesel,18.49,2179.0,120.0,9.0
Mahindra Bolero SLX 2WD,2011,455000.0,Individual,Manual,First Owner,90000.0,Diesel,13.6,2523.0,63.0,7.0
Mahindra Bolero SLX 2WD,2011,445000.0,Individual,Manual,First Owner,90000.0,Diesel,13.6,2523.0,63.0,7.0
Hyundai i20 Sportz 1.4 CRDi,2013,370000.0,Individual,Manual,First Owner,80000.0,Diesel,21.9,1396.0,88.76,5.0
Hyundai Grand i10 Sportz,2016,500000.0,Individual,Manual,First Owner,50000.0,Petrol,18.9,1197.0,82.0,5.0
Tata Indica DLS,2005,95000.0,Individual,Manual,Second Owner,50000.0,Diesel,,,,
Tata Indica Vista TDI LX,2012,140000.0,Individual,Manual,Second Owner,185000.0,Diesel,19.4,1405.0,70.0,5.0
Maruti Swift VXI,2019,550000.0,Individual,Manual,First Owner,40000.0,Petrol,21.21,1197.0,81.8,5.0
Renault KWID 1.0 RXT Optional,2017,300000.0,Individual,Manual,First Owner,30000.0,Petrol,23.01,999.0,67.0,5.0
Tata Indigo CS eLX BS IV,2011,150000.0,Individual,Manual,First Owner,120000.0,Diesel,23.03,1396.0,69.0,5.0
Maruti Wagon R VXI BS IV,2011,229999.0,Individual,Manual,Second Owner,500000.0,Petrol,18.9,998.0,67.1,5.0
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000.0,Individual,Manual,First Owner,46000.0,Diesel,15.4,2179.0,120.0,7.0
Toyota Fortuner 3.0 Diesel,2011,900000.0,Individual,Manual,First Owner,120000.0,Diesel,11.5,2982.0,171.0,7.0
Mahindra Scorpio S2 9 Seater,2015,720000.0,Individual,Manual,First Owner,80000.0,Diesel,15.4,2523.0,75.0,9.0
Hyundai i20 Magna 1.4 CRDi,2016,550000.0,Individual,Manual,Second Owner,90000.0,Diesel,22.54,1396.0,88.73,5.0
Mahindra Scorpio S2 9 Seater,2015,720000.0,Individual,Manual,First Owner,90000.0,Diesel,15.4,2523.0,75.0,9.0
Hyundai Santro Xing XL,2006,70000.0,Individual,Manual,Second Owner,80000.0,Petrol,,,,
Maruti Swift VDI BSIV,2016,535000.0,Individual,Manual,First Owner,70000.0,Diesel,25.2,1248.0,74.0,5.0
Hyundai Xcent 1.1 CRDi Base,2015,320000.0,Individual,Manual,Third Owner,91000.0,Diesel,24.4,1120.0,71.0,5.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,500000.0,Individual,Manual,First Owner,90000.0,Diesel,22.54,1396.0,88.73,5.0
Maruti Ertiga VDI,2014,525000.0,Individual,Manual,Second Owner,110000.0,Diesel,20.77,1248.0,88.76,7.0
Renault KWID 1.0 RXT BSIV,2019,220000.0,Individual,Manual,First Owner,90000.0,Petrol,23.01,999.0,67.0,5.0
Tata Tiago 1.2 Revotron XT,2018,350000.0,Individual,Manual,First Owner,50000.0,Petrol,23.84,1199.0,84.0,5.0
Mahindra TUV 300 mHAWK100 T8,2016,530000.0,Individual,Manual,First Owner,60000.0,Diesel,18.49,1493.0,100.0,7.0
Maruti Alto 800 LXI,2013,215000.0,Individual,Manual,First Owner,35000.0,Petrol,22.74,796.0,47.3,5.0
Volkswagen Vento Diesel Highline,2012,335000.0,Individual,Manual,First Owner,100000.0,Diesel,20.54,1598.0,103.6,5.0
Hyundai Xcent 1.1 CRDi Base,2015,320000.0,Individual,Manual,Second Owner,90000.0,Diesel,24.4,1120.0,71.0,5.0
Ford Figo Diesel LXI,2011,135000.0,Individual,Manual,Second Owner,120000.0,Diesel,20.0,1399.0,68.0,5.0
Maruti A-Star Vxi,2009,175000.0,Individual,Manual,Second Owner,95000.0,Petrol,19.0,998.0,66.1,5.0
Mahindra Bolero 2011-2019 ZLX,2017,800000.0,Individual,Manual,First Owner,35000.0,Diesel,15.96,2523.0,62.1,7.0
Tata Indica GLS BS IV,2007,78000.0,Individual,Manual,Second Owner,38000.0,Petrol,15.3,1193.0,65.3,5.0
Honda City i VTEC VX,2014,565000.0,Individual,Manual,Second Owner,56000.0,Petrol,17.4,1497.0,117.3,5.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,575000.0,Individual,Manual,First Owner,50000.0,Diesel,22.54,1396.0,88.73,5.0
Hyundai EON Era Plus,2014,170000.0,Individual,Manual,Second Owner,70000.0,Petrol,21.1,814.0,55.2,5.0
Maruti Alto 800 VXI,2014,250999.0,Individual,Manual,First Owner,30000.0,Petrol,22.74,796.0,47.3,5.0
Mahindra XUV500 W10 2WD,2015,950000.0,Individual,Manual,First Owner,188000.0,Diesel,16.0,2179.0,140.0,7.0
Honda City i VTEC E,2014,650000.0,Individual,Manual,First Owner,60000.0,Petrol,17.8,1497.0,117.3,5.0
Tata Safari Storme EX,2013,550000.0,Individual,Manual,First Owner,133000.0,Diesel,14.0,2179.0,138.1,7.0
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,650000.0,Individual,Manual,First Owner,160000.0,Diesel,12.8,2494.0,102.0,7.0
Mahindra XUV500 W8 4WD,2013,800000.0,Individual,Manual,Second Owner,150000.0,Diesel,15.1,2179.0,140.0,7.0
Maruti Alto 800 VXI,2020,250999.0,Individual,Manual,First Owner,30000.0,Petrol,22.05,796.0,47.3,5.0
Maruti Alto 800 LXI,2013,170000.0,Individual,Manual,Second Owner,60000.0,Petrol,22.74,796.0,47.3,5.0
Tata Indigo CS LE (TDI) BS-III,2013,250000.0,Individual,Manual,First Owner,30000.0,Diesel,19.09,1396.0,69.0,5.0
Chevrolet Enjoy Petrol LS 7 Seater,2014,312000.0,Individual,Manual,First Owner,80000.0,Petrol,13.7,1399.0,98.82,7.0
Maruti Alto 800 LXI,2014,250000.0,Individual,Manual,First Owner,20000.0,Petrol,22.74,796.0,47.3,5.0
Hyundai EON Magna Plus,2013,200000.0,Individual,Manual,First Owner,80000.0,Petrol,21.1,814.0,55.2,5.0
Mahindra Scorpio S2 7 Seater,2016,670000.0,Individual,Manual,First Owner,73000.0,Diesel,15.4,2523.0,75.0,7.0
